Polynomial:
1.0*X^4 + 2.0*X^3 + 3.0*X^2 + 4.0*X^1 + 5.0

A range from 1 to 10 with step of 0.01
====================================================

1     15
1,01     15,20151
1,02     15,40605
1,03     15,61366
1,04     15,82439
1,05     16,03826
1,06     16,25531
1,07     16,47558
1,08     16,69911
1,09     16,92594
1,1     17,1561
1,11     17,38963
1,12     17,62658
1,13     17,86697
1,14     18,11085
1,15     18,35826
1,16     18,60923
1,17     18,86381
1,18     19,12204
1,19     19,38396
1,2     19,6496
1,21     19,91901
1,22     20,19223
1,23     20,4693
1,24     20,75026
1,25     21,03516
1,26     21,32403
1,27     21,61691
1,28     21,91386
1,29     22,21491
1,3     22,5201
1,31     22,82948
1,32     23,14309
1,33     23,46098
1,34     23,78319
1,35     24,10976
1,36     24,44073
1,37     24,77616
1,38     25,11608
1,39     25,46055
1,4     25,8096
1,41     26,16328
1,42     26,52164
1,43     26,88473
1,44     27,25258
1,45     27,62526
1,46     28,00279
1,47     28,38523
1,48     28,77264
1,49     29,16504
1,5     29,5625
1,51     29,96506
1,52     30,37276
1,53     30,78567
1,54     31,20381
1,55     31,62726
1,56     32,05604
1,57     32,49022
1,58     32,92984
1,59     33,37495
1,6     33,8256
1,61     34,28184
1,62     34,74373
1,63     35,21131
1,64     35,68464
1,65     36,16376
1,66     36,64872
1,67     37,13959
1,68     37,63641
1,69     38,13923
1,7     38,6481
1,71     39,16308
1,72     39,68423
1,73     40,21158
1,74     40,74521
1,75     41,28516
1,76     41,83148
1,77     42,38423
1,78     42,94346
1,79     43,50923
1,8     44,0816
1,81     44,66061
1,82     45,24633
1,83     45,83881
1,84     46,4381
1,85     47,04426
1,86     47,65734
1,87     48,27742
1,88     48,90453
1,89     49,53874
1,9     50,1801
1,91     50,82868
1,92     51,48452
1,93     52,14769
1,94     52,81825
1,95     53,49626
1,96     54,18176
1,97     54,87483
1,98     55,57552
1,99     56,28389
2     57
2,01     57,72391
2,02     58,45568
2,03     59,19537
2,04     59,94304
2,05     60,69876
2,06     61,46257
2,07     62,23455
2,08     63,01476
2,09     63,80326
2,1     64,6001
2,11     65,40536
2,12     66,21909
2,13     67,04136
2,14     67,87222
2,15     68,71176
2,16     69,56002
2,17     70,41707
2,18     71,28297
2,19     72,15779
2,2     73,0416
2,21     73,93445
2,22     74,83642
2,23     75,74757
2,24     76,66796
2,25     77,59766
2,26     78,53673
2,27     79,48524
2,28     80,44327
2,29     81,41086
2,3     82,3881
2,31     83,37505
2,32     84,37177
2,33     85,37833
2,34     86,3948
2,35     87,42126
2,36     88,45776
2,37     89,50437
2,38     90,56117
2,39     91,62822
2,4     92,7056
2,41     93,79337
2,42     94,8916
2,43     96,00036
2,44     97,11972
2,45     98,24976
2,46     99,39053
2,47     100,54213
2,48     101,7046
2,49     102,87804
2,5     104,0625
2,51     105,25806
2,52     106,4648
2,53     107,68277
2,54     108,91207
2,55     110,15276
2,56     111,4049
2,57     112,66859
2,58     113,94388
2,59     115,23086
2,6     116,5296
2,61     117,84017
2,62     119,16264
2,63     120,4971
2,64     121,84361
2,65     123,20226
2,66     124,57311
2,67     125,95624
2,68     127,35173
2,69     128,75966
2,7     130,1801
2,71     131,61313
2,72     133,05882
2,73     134,51725
2,74     135,98851
2,75     137,47266
2,76     138,96978
2,77     140,47996
2,78     142,00327
2,79     143,53979
2,8     145,0896
2,81     146,65278
2,82     148,2294
2,83     149,81955
2,84     151,42331
2,85     153,04076
2,86     154,67197
2,87     156,31703
2,88     157,97602
2,89     159,64901
2,9     161,3361
2,91     163,03736
2,92     164,75287
2,93     166,48272
2,94     168,22699
2,95     169,98576
2,96     171,75911
2,97     173,54712
2,98     175,34989
2,99     177,16749
3     179
3,01     180,84751
3,02     182,71011
3,03     184,58788
3,04     186,4809
3,05     188,38926
3,06     190,31304
3,07     192,25233
3,08     194,20721
3,09     196,17777
3,1     198,1641
3,11     200,16628
3,12     202,1844
3,13     204,21854
3,14     206,2688
3,15     208,33526
3,16     210,418
3,17     212,51712
3,18     214,6327
3,19     216,76483
3,2     218,9136
3,21     221,0791
3,22     223,26141
3,23     225,46064
3,24     227,67685
3,25     229,91016
3,26     232,16063
3,27     234,42838
3,28     236,71347
3,29     239,01602
3,3     241,3361
3,31     243,67381
3,32     246,02924
3,33     248,40248
3,34     250,79362
3,35     253,20276
3,36     255,62998
3,37     258,07538
3,38     260,53906
3,39     263,0211
3,4     265,5216
3,41     268,04065
3,42     270,57835
3,43     273,13479
3,44     275,71006
3,45     278,30426
3,46     280,91748
3,47     283,54982
3,48     286,20137
3,49     288,87223
3,5     291,5625
3,51     294,27227
3,52     297,00163
3,53     299,75068
3,54     302,51953
3,55     305,30826
3,56     308,11697
3,57     310,94576
3,58     313,79473
3,59     316,66398
3,6     319,5536
3,61     322,46369
3,62     325,39436
3,63     328,34569
3,64     331,31779
3,65     334,31076
3,66     337,32469
3,67     340,35969
3,68     343,41586
3,69     346,4933
3,7     349,5921
3,71     352,71237
3,72     355,85421
3,73     359,01772
3,74     362,203
3,75     365,41016
3,76     368,63929
3,77     371,89049
3,78     375,16388
3,79     378,45955
3,8     381,7776
3,81     385,11814
3,82     388,48127
3,83     391,8671
3,84     395,27573
3,85     398,70726
3,86     402,16179
3,87     405,63944
3,88     409,1403
3,89     412,66449
3,9     416,2121
3,91     419,78324
3,92     423,37802
3,93     426,99655
3,94     430,63892
3,95     434,30526
3,96     437,99565
3,97     441,71021
3,98     445,44906
3,99     449,21228
4     453
4,01     456,81232
4,02     460,64934
4,03     464,51119
4,04     468,39795
4,05     472,30976
4,06     476,2467
4,07     480,2089
4,08     484,19646
4,09     488,20949
4,1     492,2481
4,11     496,3124
4,12     500,40251
4,13     504,51853
4,14     508,66058
4,15     512,82876
4,16     517,02318
4,17     521,24397
4,18     525,49123
4,19     529,76507
4,2     534,0656
4,21     538,39294
4,22     542,74721
4,23     547,1285
4,24     551,53695
4,25     555,97266
4,26     560,43574
4,27     564,92631
4,28     569,44448
4,29     573,99037
4,3     578,5641
4,31     583,16577
4,32     587,79551
4,33     592,45343
4,34     597,13964
4,35     601,85426
4,36     606,5974
4,37     611,3692
4,38     616,16975
4,39     620,99918
4,4     625,8576
4,41     630,74514
4,42     635,6619
4,43     640,60801
4,44     645,58359
4,45     650,58876
4,46     655,62362
4,47     660,68831
4,48     665,78294
4,49     670,90763
4,5     676,0625
4,51     681,24767
4,52     686,46326
4,53     691,70939
4,54     696,98618
4,55     702,29376
4,56     707,63223
4,57     713,00173
4,58     718,40238
4,59     723,8343
4,6     729,2976
4,61     734,79242
4,62     740,31887
4,63     745,87708
4,64     751,46716
4,65     757,08926
4,66     762,74348
4,67     768,42995
4,68     774,14879
4,69     779,90013
4,7     785,6841
4,71     791,50081
4,72     797,3504
4,73     803,23299
4,74     809,1487
4,75     815,09766
4,76     821,07999
4,77     827,09582
4,78     833,14529
4,79     839,2285
4,8     845,3456
4,81     851,49671
4,82     857,68195
4,83     863,90145
4,84     870,15534
4,85     876,44376
4,86     882,76682
4,87     889,12465
4,88     895,51739
4,89     901,94516
4,9     908,4081
4,91     914,90633
4,92     921,43998
4,93     928,00918
4,94     934,61406
4,95     941,25476
4,96     947,93139
4,97     954,64411
4,98     961,39302
4,99     968,17828
5     975
5,01     981,85832
5,02     988,75338
5,03     995,68529
5,04     1 002,65421
5,05     1 009,66026
5,06     1 016,70356
5,07     1 023,78427
5,08     1 030,9025
5,09     1 038,0584
5,1     1 045,2521
5,11     1 052,48373
5,12     1 059,75342
5,13     1 067,06132
5,14     1 074,40755
5,15     1 081,79226
5,16     1 089,21557
5,17     1 096,67762
5,18     1 104,17855
5,19     1 111,7185
5,2     1 119,2976
5,21     1 126,91599
5,22     1 134,5738
5,23     1 142,27117
5,24     1 150,00825
5,25     1 157,78516
5,26     1 165,60204
5,27     1 173,45904
5,28     1 181,35629
5,29     1 189,29393
5,3     1 197,2721
5,31     1 205,29094
5,32     1 213,35058
5,33     1 221,45117
5,34     1 229,59285
5,35     1 237,77576
5,36     1 246,00003
5,37     1 254,26581
5,38     1 262,57324
5,39     1 270,92245
5,4     1 279,3136
5,41     1 287,74682
5,42     1 296,22225
5,43     1 304,74004
5,44     1 313,30033
5,45     1 321,90326
5,46     1 330,54897
5,47     1 339,2376
5,48     1 347,96931
5,49     1 356,74423
5,5     1 365,5625
5,51     1 374,42427
5,52     1 383,32969
5,53     1 392,2789
5,54     1 401,27204
5,55     1 410,30926
5,56     1 419,3907
5,57     1 428,51651
5,58     1 437,68683
5,59     1 446,90181
5,6     1 456,1616
5,61     1 465,46634
5,62     1 474,81618
5,63     1 484,21126
5,64     1 493,65174
5,65     1 503,13776
5,66     1 512,66946
5,67     1 522,247
5,68     1 531,87052
5,69     1 541,54017
5,7     1 551,2561
5,71     1 561,01846
5,72     1 570,82739
5,73     1 580,68306
5,74     1 590,58559
5,75     1 600,53516
5,76     1 610,53189
5,77     1 620,57596
5,78     1 630,66749
5,79     1 640,80666
5,8     1 650,9936
5,81     1 661,22847
5,82     1 671,51142
5,83     1 681,8426
5,84     1 692,22216
5,85     1 702,65026
5,86     1 713,12704
5,87     1 723,65266
5,88     1 734,22728
5,89     1 744,85104
5,9     1 755,5241
5,91     1 766,24661
5,92     1 777,01873
5,93     1 787,84061
5,94     1 798,7124
5,95     1 809,63426
5,96     1 820,60634
5,97     1 831,6288
5,98     1 842,70179
5,99     1 853,82547
6     1 865
6,01     1 876,22553
6,02     1 887,50221
6,03     1 898,8302
6,04     1 910,20967
6,05     1 921,64076
6,06     1 933,12363
6,07     1 944,65844
6,08     1 956,24535
6,09     1 967,88452
6,1     1 979,5761
6,11     1 991,32025
6,12     2 003,11714
6,13     2 014,96691
6,14     2 026,86973
6,15     2 038,82576
6,16     2 050,83515
6,17     2 062,89807
6,18     2 075,01468
6,19     2 087,18514
6,2     2 099,4096
6,21     2 111,68823
6,22     2 124,02119
6,23     2 136,40864
6,24     2 148,85074
6,25     2 161,34766
6,26     2 173,89955
6,27     2 186,50657
6,28     2 199,1689
6,29     2 211,88669
6,3     2 224,6601
6,31     2 237,4893
6,32     2 250,37445
6,33     2 263,31572
6,34     2 276,31327
6,35     2 289,36726
6,36     2 302,47785
6,37     2 315,64522
6,38     2 328,86952
6,39     2 342,15093
6,4     2 355,4896
6,41     2 368,8857
6,42     2 382,3394
6,43     2 395,85087
6,44     2 409,42026
6,45     2 423,04776
6,46     2 436,73351
6,47     2 450,47769
6,48     2 464,28048
6,49     2 478,14202
6,5     2 492,0625
6,51     2 506,04208
6,52     2 520,08092
6,53     2 534,17921
6,54     2 548,33709
6,55     2 562,55476
6,56     2 576,83236
6,57     2 591,17008
6,58     2 605,56808
6,59     2 620,02653
6,6     2 634,5456
6,61     2 649,12546
6,62     2 663,76629
6,63     2 678,46825
6,64     2 693,23152
6,65     2 708,05626
6,66     2 722,94264
6,67     2 737,89085
6,68     2 752,90105
6,69     2 767,97341
6,7     2 783,1081
6,71     2 798,3053
6,72     2 813,56519
6,73     2 828,88792
6,74     2 844,27369
6,75     2 859,72266
6,76     2 875,235
6,77     2 890,81089
6,78     2 906,4505
6,79     2 922,15401
6,8     2 937,9216
6,81     2 953,75343
6,82     2 969,64969
6,83     2 985,61055
6,84     3 001,63618
6,85     3 017,72676
6,86     3 033,88246
6,87     3 050,10348
6,88     3 066,38997
6,89     3 082,74212
6,9     3 099,1601
6,91     3 115,6441
6,92     3 132,19428
6,93     3 148,81083
6,94     3 165,49393
6,95     3 182,24376
6,96     3 199,06048
6,97     3 215,94429
6,98     3 232,89536
6,99     3 249,91387
7     3 267
7,01     3 284,15393
7,02     3 301,37584
7,03     3 318,66591
7,04     3 336,02432
7,05     3 353,45126
7,06     3 370,94689
7,07     3 388,51141
7,08     3 406,145
7,09     3 423,84784
7,1     3 441,6201
7,11     3 459,46198
7,12     3 477,37365
7,13     3 495,3553
7,14     3 513,4071
7,15     3 531,52926
7,16     3 549,72194
7,17     3 567,98533
7,18     3 586,31961
7,19     3 604,72497
7,2     3 623,2016
7,21     3 641,74967
7,22     3 660,36938
7,23     3 679,06091
7,24     3 697,82444
7,25     3 716,66016
7,26     3 735,56825
7,27     3 754,5489
7,28     3 773,60231
7,29     3 792,72864
7,3     3 811,9281
7,31     3 831,20087
7,32     3 850,54713
7,33     3 869,96707
7,34     3 889,46088
7,35     3 909,02876
7,36     3 928,67088
7,37     3 948,38743
7,38     3 968,17861
7,39     3 988,0446
7,4     4 007,9856
7,41     4 028,00179
7,42     4 048,09336
7,43     4 068,2605
7,44     4 088,5034
7,45     4 108,82226
7,46     4 129,21725
7,47     4 149,68859
7,48     4 170,23644
7,49     4 190,86102
7,5     4 211,5625
7,51     4 232,34108
7,52     4 253,19696
7,53     4 274,13031
7,54     4 295,14135
7,55     4 316,23026
7,56     4 337,39722
7,57     4 358,64245
7,58     4 379,96612
7,59     4 401,36844
7,6     4 422,8496
7,61     4 444,40979
7,62     4 466,0492
7,63     4 487,76804
7,64     4 509,56649
7,65     4 531,44476
7,66     4 553,40303
7,67     4 575,4415
7,68     4 597,56037
7,69     4 619,75984
7,7     4 642,0401
7,71     4 664,40135
7,72     4 686,84378
7,73     4 709,36759
7,74     4 731,97299
7,75     4 754,66016
7,76     4 777,4293
7,77     4 800,28062
7,78     4 823,21431
7,79     4 846,23057
7,8     4 869,3296
7,81     4 892,5116
7,82     4 915,77676
7,83     4 939,12529
7,84     4 962,55739
7,85     4 986,07326
7,86     5 009,67309
7,87     5 033,35709
7,88     5 057,12546
7,89     5 080,97839
7,9     5 104,9161
7,91     5 128,93878
7,92     5 153,04663
7,93     5 177,23986
7,94     5 201,51867
7,95     5 225,88326
7,96     5 250,33383
7,97     5 274,87058
7,98     5 299,49373
7,99     5 324,20347
8     5 349
8,01     5 373,88353
8,02     5 398,85427
8,03     5 423,91242
8,04     5 449,05818
8,05     5 474,29176
8,06     5 499,61336
8,07     5 525,02319
8,08     5 550,52145
8,09     5 576,10835
8,1     5 601,7841
8,11     5 627,5489
8,12     5 653,40296
8,13     5 679,34648
8,14     5 705,37968
8,15     5 731,50276
8,16     5 757,71592
8,17     5 784,01938
8,18     5 810,41334
8,19     5 836,89801
8,2     5 863,4736
8,21     5 890,14032
8,22     5 916,89837
8,23     5 943,74798
8,24     5 970,68933
8,25     5 997,72266
8,26     6 024,84815
8,27     6 052,06604
8,28     6 079,37651
8,29     6 106,7798
8,3     6 134,2761
8,31     6 161,86563
8,32     6 189,5486
8,33     6 217,32522
8,34     6 245,1957
8,35     6 273,16026
8,36     6 301,2191
8,37     6 329,37244
8,38     6 357,6205
8,39     6 385,96348
8,4     6 414,4016
8,41     6 442,93507
8,42     6 471,56411
8,43     6 500,28893
8,44     6 529,10974
8,45     6 558,02676
8,46     6 587,0402
8,47     6 616,15028
8,48     6 645,35721
8,49     6 674,66121
8,5     6 704,0625
8,51     6 733,56129
8,52     6 763,15779
8,53     6 792,85222
8,54     6 822,64481
8,55     6 852,53576
8,56     6 882,52529
8,57     6 912,61362
8,58     6 942,80097
8,59     6 973,08756
8,6     7 003,4736
8,61     7 033,95931
8,62     7 064,54492
8,63     7 095,23063
8,64     7 126,01667
8,65     7 156,90326
8,66     7 187,89061
8,67     7 218,97895
8,68     7 250,1685
8,69     7 281,45948
8,7     7 312,8521
8,71     7 344,34659
8,72     7 375,94317
8,73     7 407,64206
8,74     7 439,44348
8,75     7 471,34766
8,76     7 503,35481
8,77     7 535,46515
8,78     7 567,67892
8,79     7 599,99633
8,8     7 632,4176
8,81     7 664,94296
8,82     7 697,57263
8,83     7 730,30684
8,84     7 763,14581
8,85     7 796,08976
8,86     7 829,13891
8,87     7 862,2935
8,88     7 895,55374
8,89     7 928,91987
8,9     7 962,3921
8,91     7 995,97066
8,92     8 029,65578
8,93     8 063,44769
8,94     8 097,3466
8,95     8 131,35276
8,96     8 165,46637
8,97     8 199,68767
8,98     8 234,0169
8,99     8 268,45426
9     8 303
9,01     8 337,65434
9,02     8 372,4175
9,03     8 407,28973
9,04     8 442,27123
9,05     8 477,36226
9,06     8 512,56302
9,07     8 547,87376
9,08     8 583,2947
9,09     8 618,82607
9,1     8 654,4681
9,11     8 690,22102
9,12     8 726,08507
9,13     8 762,06047
9,14     8 798,14746
9,15     8 834,34626
9,16     8 870,6571
9,17     8 907,08023
9,18     8 943,61587
9,19     8 980,26425
9,2     9 017,0256
9,21     9 053,90016
9,22     9 090,88817
9,23     9 127,98984
9,24     9 165,20543
9,25     9 202,53516
9,26     9 239,97926
9,27     9 277,53797
9,28     9 315,21152
9,29     9 353,00015
9,3     9 390,9041
9,31     9 428,92359
9,32     9 467,05887
9,33     9 505,31017
9,34     9 543,67772
9,35     9 582,16176
9,36     9 620,76252
9,37     9 659,48026
9,38     9 698,31519
9,39     9 737,26756
9,4     9 776,3376
9,41     9 815,52556
9,42     9 854,83166
9,43     9 894,25615
9,44     9 933,79927
9,45     9 973,46126
9,46     10 013,24234
9,47     10 053,14277
9,48     10 093,16278
9,49     10 133,30261
9,5     10 173,5625
9,51     10 213,94269
9,52     10 254,44342
9,53     10 295,06493
9,54     10 335,80746
9,55     10 376,67126
9,56     10 417,65655
9,57     10 458,76359
9,58     10 499,99262
9,59     10 541,34388
9,6     10 582,8176
9,61     10 624,41404
9,62     10 666,13343
9,63     10 707,97602
9,64     10 749,94204
9,65     10 792,03176
9,66     10 834,2454
9,67     10 876,58321
9,68     10 919,04543
9,69     10 961,63231
9,7     11 004,3441
9,71     11 047,18103
9,72     11 090,14336
9,73     11 133,23133
9,74     11 176,44518
9,75     11 219,78516
9,76     11 263,25151
9,77     11 306,84448
9,78     11 350,56433
9,79     11 394,41128
9,8     11 438,3856
9,81     11 482,48753
9,82     11 526,71731
9,83     11 571,07519
9,84     11 615,56142
9,85     11 660,17626
9,86     11 704,91994
9,87     11 749,79271
9,88     11 794,79483
9,89     11 839,92654
9,9     11 885,1881
9,91     11 930,57975
9,92     11 976,10174
9,93     12 021,75432
9,94     12 067,53774
9,95     12 113,45226
9,96     12 159,49811
9,97     12 205,67557
9,98     12 251,98486
9,99     12 298,42626
10     12 345
